1f64b-1f3fe	手を挙げる人: やや濃い肌色|ジェスチャー|やや濃い肌色|人|分かった|手|手を挙げる|手を挙げる人|挙手|質問	person raising hand: medium-dark skin tone|gesture|hand|here|know|me|medium-dark skin tone|person|pick|question|raise|raising
1f64b-1f3ff	手を挙げる人: 濃い肌色|ジェスチャー|人|分かった|手|手を挙げる|手を挙げる人|挙手|濃い肌色|質問	person raising hand: dark skin tone|dark skin tone|gesture|hand|here|know|me|person|pick|question|raise|raising
1f64b-200d-2642	手を挙げる男|手を挙げる|挙手|男|男性	man raising hand|gesture|hand|here|know|man|me|pick|question|raise|raising
1f64b-1f3fb-200d-2642	手を挙げる男: 薄い肌色|手を挙げる|手を挙げる男|挙手|男|男性|薄い肌色	man raising hand: light skin tone|gesture|hand|here|know|light skin tone|man|me|pick|question|raise|raising
1f64b-1f3fc-200d-2642	手を挙げる男: やや薄い肌色|やや薄い肌色|手を挙げる|手を挙げる男|挙手|男|男性	man raising hand: medium-light skin tone|gesture|hand|here|know|man|me|medium-light skin tone|pick|question|raise|raising
1f64b-1f3fd-200d-2642	手を挙げる男: 中間の肌色|中間の肌色|手を挙げる|手を挙げる男|挙手|男|男性	man raising hand: medium skin tone|gesture|hand|here|know|man|me|medium skin tone|pick|question|raise|raising
1f64b-1f3fe-200d-2642	手を挙げる男: やや濃い肌色|やや濃い肌色|手を挙げる|手を挙げる男|挙手|男|男性	man raising hand: medium-dark skin tone|gesture|hand|here|know|man|me|medium-dark skin tone|pick|question|raise|raising
1f64b-1f3ff-200d-2642	手を挙げる男: 濃い肌色|手を挙げる|手を挙げる男|挙手|濃い肌色|男|男性	man raising hand: dark skin tone|dark skin tone|gesture|hand|here|know|man|me|pick|question|raise|raising
1f64b-200d-2640	手を挙げる女|女|女性|手を挙げる|挙手	woman raising hand|gesture|hand|here|know|me|pick|question|raise|raising|woman
1f64b-1f3fb-200d-2640	手を挙げる女: 薄い肌色|女|女性|手を挙げる|手を挙げる女|挙手|薄い肌色	woman raising hand: light skin tone|gesture|hand|here|know|light skin tone|me|pick|question|raise|raising|woman
1f64b-1f3fc-200d-2640	手を挙げる女: やや薄い肌色|やや薄い肌色|女|女性|手を挙げる|手を挙げる女|挙手	woman raising hand: medium-light skin tone|gesture|hand|here|know|me|medium-light skin tone|pick|question|raise|raising|woman
1f64b-1f3fd-200d-2640	手を挙げる女: 中間の肌色|中間の肌色|女|女性|手を挙げる|手を挙げる女|挙手	woman raising hand: medium skin tone|gesture|hand|here|know|me|medium skin tone|pick|question|raise|raising|woman
1f64b-1f3fe-200d-2640	手を挙げる女: やや濃い肌色|やや濃い肌色|女|女性|手を挙げる|手を挙げる女|挙手	woman raising hand: medium-dark skin tone|gesture|hand|here|know|me|medium-dark skin tone|pick|question|raise|raising|woman
1f64b-1f3ff-200d-2640	手を挙げる女: 濃い肌色|女|女性|手を挙げる|手を挙げる女|挙手|濃い肌色	woman raising hand: dark skin tone|dark skin tone|gesture|hand|here|know|me|pick|question|raise|raising|woman
1f9cf	耳の不自由な人|アクセシビリティ|人|聞こえない|聴覚|障がい	deaf person|accessibility|deaf|ear|gesture|hear|person
1f9cf-1f3fb	耳の不自由な人: 薄い肌色|アクセシビリティ|人|耳の不自由な人|聞こえない|聴覚|薄い肌色|障がい	deaf person: light skin tone|accessibility|deaf|ear|gesture|hear|light skin tone|person
1f9cf-1f3fc	耳の不自由な人: やや薄い肌色|アクセシビリティ|やや薄い肌色|人|耳の不自由な人|聞こえない|聴覚|障がい	deaf person: medium-light skin tone|accessibility|deaf|ear|gesture|hear|medium-light skin tone|person
1f9cf-1f3fd	耳の不自由な人: 中間の肌色|アクセシビリティ|中間の肌色|人|耳の不自由な人|聞こえない|聴覚|障がい	deaf person: medium skin tone|accessibility|deaf|ear|gesture|hear|medium skin tone|person
1f9cf-1f3fe	耳の不自由な人: やや濃い肌色|アクセシビリティ|やや濃い肌色|人|耳の不自由な人|聞こえない|聴覚|障がい	deaf person: medium-dark skin tone|accessibility|deaf|ear|gesture|hear|medium-dark skin tone|person
1f9cf-1f3ff	耳の不自由な人: 濃い肌色|アクセシビリティ|人|濃い肌色|耳の不自由な人|聞こえない|聴覚|障がい	deaf person: dark skin tone|accessibility|dark skin tone|deaf|ear|gesture|hear|person
1f9cf-200d-2642	耳の不自由な男性|アクセシビリティ|男性|聴覚|障がい	deaf man|accessibility|deaf|ear|gesture|hear|man
1f9cf-1f3fb-200d-2642	耳の不自由な男性: 薄い肌色|アクセシビリティ|男性|耳の不自由な男性|聴覚|薄い肌色|障がい	deaf man: light skin tone|accessibility|deaf|ear|gesture|hear|light skin tone|man
1f9cf-1f3fc-200d-2642	耳の不自由な男性: やや薄い肌色|アクセシビリティ|やや薄い肌色|男性|耳の不自由な男性|聴覚|障がい	deaf man: medium-light skin tone|accessibility|deaf|ear|gesture|hear|man|medium-light skin tone
1f9cf-1f3fd-200d-2642	耳の不自由な男性: 中間の肌色|アクセシビリティ|中間の肌色|男性|耳の不自由な男性|聴覚|障がい	deaf man: medium skin tone|accessibility|deaf|ear|gesture|hear|man|medium skin tone
1f9cf-1f3fe-200d-2642	耳の不自由な男性: やや濃い肌色|アクセシビリティ|やや濃い肌色|男性|耳の不自由な男性|聴覚|障がい	deaf man: medium-dark skin tone|accessibility|deaf|ear|gesture|hear|man|medium-dark skin tone
1f9cf-1f3ff-200d-2642	耳の不自由な男性: 濃い肌色|アクセシビリティ|濃い肌色|男性|耳の不自由な男性|聴覚|障がい	deaf man: dark skin tone|accessibility|dark skin tone|deaf|ear|gesture|hear|man
1f9cf-200d-2640	耳の不自由な女性|アクセシビリティ|女性|聴覚|障がい	deaf woman|accessibility|deaf|ear|gesture|hear|woman
1f9cf-1f3fb-200d-2640	耳の不自由な女性: 薄い肌色|アクセシビリティ|女性|耳の不自由な女性|聴覚|薄い肌色|障がい	deaf woman: light skin tone|accessibility|deaf|ear|gesture|hear|light skin tone|woman
1f9cf-1f3fc-200d-2640	耳の不自由な女性: やや薄い肌色|アクセシビリティ|やや薄い肌色|女性|耳の不自由な女性|聴覚|障がい	deaf woman: medium-light skin tone|accessibility|deaf|ear|gesture|hear|medium-light skin tone|woman
1f9cf-1f3fd-200d-2640	耳の不自由な女性: 中間の肌色|アクセシビリティ|中間の肌色|女性|耳の不自由な女性|聴覚|障がい	deaf woman: medium skin tone|accessibility|deaf|ear|gesture|hear|medium skin tone|woman
1f9cf-1f3fe-200d-2640	耳の不自由な女性: やや濃い肌色|アクセシビリティ|やや濃い肌色|女性|耳の不自由な女性|聴覚|障がい	deaf woman: medium-dark skin tone|accessibility|deaf|ear|gesture|hear|medium-dark skin tone|woman
1f9cf-1f3ff-200d-2640	耳の不自由な女性: 濃い肌色|アクセシビリティ|女性|濃い肌色|耳の不自由な女性|聴覚|障がい	deaf woman: dark skin tone|accessibility|dark skin tone|deaf|ear|gesture|hear|woman
1f647	おじぎする人|おじぎ|お願い|ごめんなさい|ジェスチャー|土下座|許して|謝罪	person bowing|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|person|pity|regret|sorry
1f647-1f3fb	おじぎする人: 薄い肌色|おじぎ|おじぎする人|お願い|ごめんなさい|ジェスチャー|土下座|薄い肌色|許して|謝罪	person bowing: light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|light skin tone|meditate|meditation|person|pity|regret|sorry
1f647-1f3fc	おじぎする人: やや薄い肌色|おじぎ|おじぎする人|お願い|ごめんなさい|ジェスチャー|やや薄い肌色|土下座|許して|謝罪	person bowing: medium-light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium-light skin tone|person|pity|regret|sorry
1f647-1f3fd	おじぎする人: 中間の肌色|おじぎ|おじぎする人|お願い|ごめんなさい|ジェスチャー|中間の肌色|土下座|許して|謝罪	person bowing: medium skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium skin tone|person|pity|regret|sorry
1f647-1f3fe	おじぎする人: やや濃い肌色|おじぎ|おじぎする人|お願い|ごめんなさい|ジェスチャー|やや濃い肌色|土下座|許して|謝罪	person bowing: medium-dark skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium-dark skin tone|person|pity|regret|sorry
1f647-1f3ff	おじぎする人: 濃い肌色|おじぎ|おじぎする人|お願い|ごめんなさい|ジェスチャー|土下座|濃い肌色|許して|謝罪	person bowing: dark skin tone|apology|ask|beg|bow|bowing|dark skin tone|favor|forgive|gesture|meditate|meditation|person|pity|regret|sorry
1f647-200d-2642	おじぎする男|おじぎ|ごめんなさい|土下座|男|男性	man bowing|apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|pity|regret|sorry
1f647-1f3fb-200d-2642	おじぎする男: 薄い肌色|おじぎ|おじぎする男|ごめんなさい|土下座|男|男性|薄い肌色	man bowing: light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|light skin tone|man|meditate|meditation|pity|regret|sorry
1f647-1f3fc-200d-2642	おじぎする男: やや薄い肌色|おじぎ|おじぎする男|ごめんなさい|やや薄い肌色|土下座|男|男性	man bowing: medium-light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|medium-light skin tone|pity|regret|sorry
1f647-1f3fd-200d-2642	おじぎする男: 中間の肌色|おじぎ|おじぎする男|ごめんなさい|中間の肌色|土下座|男|男性	man bowing: medium skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|medium skin tone|pity|regret|sorry
1f647-1f3fe-200d-2642	おじぎする男: やや濃い肌色|おじぎ|おじぎする男|ごめんなさい|やや濃い肌色|土下座|男|男性	man bowing: medium-dark skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|medium-dark skin tone|pity|regret|sorry
1f647-1f3ff-200d-2642	おじぎする男: 濃い肌色|おじぎ|おじぎする男|ごめんなさい|土下座|濃い肌色|男|男性	man bowing: dark skin tone|apology|ask|beg|bow|bowing|dark skin tone|favor|forgive|gesture|man|meditate|meditation|pity|regret|sorry
1f647-200d-2640	おじぎする女|おじぎ|ごめんなさい|土下座|女|女性	woman bowing|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|pity|regret|sorry|woman
1f647-1f3fb-200d-2640	おじぎする女: 薄い肌色|おじぎ|おじぎする女|ごめんなさい|土下座|女|女性|薄い肌色	woman bowing: light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|light skin tone|meditate|meditation|pity|regret|sorry|woman
1f647-1f3fc-200d-2640	おじぎする女: やや薄い肌色|おじぎ|おじぎする女|ごめんなさい|やや薄い肌色|土下座|女|女性	woman bowing: medium-light skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium-light skin tone|pity|regret|sorry|woman
1f647-1f3fd-200d-2640	おじぎする女: 中間の肌色|おじぎ|おじぎする女|ごめんなさい|中間の肌色|土下座|女|女性	woman bowing: medium skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium skin tone|pity|regret|sorry|woman
1f647-1f3fe-200d-2640	おじぎする女: やや濃い肌色|おじぎ|おじぎする女|ごめんなさい|やや濃い肌色|土下座|女|女性	woman bowing: medium-dark skin tone|apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium-dark skin tone|pity|regret|sorry|woman
1f647-1f3ff-200d-2640	おじぎする女: 濃い肌色|おじぎ|おじぎする女|ごめんなさい|土下座|女|女性|濃い肌色	woman bowing: dark skin tone|apology|ask|beg|bow|bowing|dark skin tone|favor|forgive|gesture|meditate|meditation|pity|regret|sorry|woman
1f926	ひたいに手をあてる人|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|またか|人|信じられない	person facepalming|again|bewilder|disbelief|exasperation|facepalm|no|not|oh|omg|person|shock|smh
1f926-1f3fb	ひたいに手をあてる人: 薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる人|またか|人|信じられない|薄い肌色	person facepalming: light skin tone|again|bewilder|disbelief|exasperation|facepalm|light skin tone|no|not|oh|omg|person|shock|smh
1f926-1f3fc	ひたいに手をあてる人: やや薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる人|またか|やや薄い肌色|人|信じられない	person facepalming: medium-light skin tone|again|bewilder|disbelief|exasperation|facepalm|medium-light skin tone|no|not|oh|omg|person|shock|smh
1f926-1f3fd	ひたいに手をあてる人: 中間の肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる人|またか|中間の肌色|人|信じられない	person facepalming: medium skin tone|again|bewilder|disbelief|exasperation|facepalm|medium skin tone|no|not|oh|omg|person|shock|smh
1f926-1f3fe	ひたいに手をあてる人: やや濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる人|またか|やや濃い肌色|人|信じられない	person facepalming: medium-dark skin tone|again|bewilder|disbelief|exasperation|facepalm|medium-dark skin tone|no|not|oh|omg|person|shock|smh
1f926-1f3ff	ひたいに手をあてる人: 濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる人|またか|人|信じられない|濃い肌色	person facepalming: dark skin tone|again|bewilder|dark skin tone|disbelief|exasperation|facepalm|no|not|oh|omg|person|shock|smh
1f926-200d-2642	ひたいに手をあてる男|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|またか|信じられない|男|男性	man facepalming|again|bewilder|disbelief|exasperation|facepalm|man|no|not|oh|omg|shock|smh
1f926-1f3fb-200d-2642	ひたいに手をあてる男: 薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる男|またか|信じられない|男|男性|薄い肌色	man facepalming: light skin tone|again|bewilder|disbelief|exasperation|facepalm|light skin tone|man|no|not|oh|omg|shock|smh
1f926-1f3fc-200d-2642	ひたいに手をあてる男: やや薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる男|またか|やや薄い肌色|信じられない|男|男性	man facepalming: medium-light skin tone|again|bewilder|disbelief|exasperation|facepalm|man|medium-light skin tone|no|not|oh|omg|shock|smh
1f926-1f3fd-200d-2642	ひたいに手をあてる男: 中間の肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる男|またか|中間の肌色|信じられない|男|男性	man facepalming: medium skin tone|again|bewilder|disbelief|exasperation|facepalm|man|medium skin tone|no|not|oh|omg|shock|smh
1f926-1f3fe-200d-2642	ひたいに手をあてる男: やや濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる男|またか|やや濃い肌色|信じられない|男|男性	man facepalming: medium-dark skin tone|again|bewilder|disbelief|exasperation|facepalm|man|medium-dark skin tone|no|not|oh|omg|shock|smh
1f926-1f3ff-200d-2642	ひたいに手をあてる男: 濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる男|またか|信じられない|濃い肌色|男|男性	man facepalming: dark skin tone|again|bewilder|dark skin tone|disbelief|exasperation|facepalm|man|no|not|oh|omg|shock|smh
1f926-200d-2640	ひたいに手をあてる女|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|またか|信じられない|女|女性	woman facepalming|again|bewilder|disbelief|exasperation|facepalm|no|not|oh|omg|shock|smh|woman
1f926-1f3fb-200d-2640	ひたいに手をあてる女: 薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる女|またか|信じられない|女|女性|薄い肌色	woman facepalming: light skin tone|again|bewilder|disbelief|exasperation|facepalm|light skin tone|no|not|oh|omg|shock|smh|woman
1f926-1f3fc-200d-2640	ひたいに手をあてる女: やや薄い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる女|またか|やや薄い肌色|信じられない|女|女性	woman facepalming: medium-light skin tone|again|bewilder|disbelief|exasperation|facepalm|medium-light skin tone|no|not|oh|omg|shock|smh|woman
1f926-1f3fd-200d-2640	ひたいに手をあてる女: 中間の肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる女|またか|中間の肌色|信じられない|女|女性	woman facepalming: medium skin tone|again|bewilder|disbelief|exasperation|facepalm|medium skin tone|no|not|oh|omg|shock|smh|woman
1f926-1f3fe-200d-2640	ひたいに手をあてる女: やや濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる女|またか|やや濃い肌色|信じられない|女|女性	woman facepalming: medium-dark skin tone|again|bewilder|disbelief|exasperation|facepalm|medium-dark skin tone|no|not|oh|omg|shock|smh|woman
1f926-1f3ff-200d-2640	ひたいに手をあてる女: 濃い肌色|あちゃー|うそでしょ|ジェスチャー|ショック|ひたいに手|ひたいに手をあてる女|またか|信じられない|女|女性|濃い肌色	woman facepalming: dark skin tone|again|bewilder|dark skin tone|disbelief|exasperation|facepalm|no|not|oh|omg|shock|smh|woman
1f937	お手上げする人|お手上げ|さあね|ジェスチャー|わかりません|人|多分ね|知らない|肩をすくめる	person shrugging|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|person|shrug|shrugging|whatever|who
1f937-1f3fb	お手上げする人: 薄い肌色|お手上げ|お手上げする人|さあね|ジェスチャー|わかりません|人|多分ね|知らない|肩をすくめる|薄い肌色	person shrugging: light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|light skin tone|maybe|person|shrug|shrugging|whatever|who
1f937-1f3fc	お手上げする人: やや薄い肌色|お手上げ|お手上げする人|さあね|ジェスチャー|やや薄い肌色|わかりません|人|多分ね|知らない|肩をすくめる	person shrugging: medium-light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium-light skin tone|person|shrug|shrugging|whatever|who
1f937-1f3fd	お手上げする人: 中間の肌色|お手上げ|お手上げする人|さあね|ジェスチャー|わかりません|中間の肌色|人|多分ね|知らない|肩をすくめる	person shrugging: medium skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium skin tone|person|shrug|shrugging|whatever|who
1f937-1f3fe	お手上げする人: やや濃い肌色|お手上げ|お手上げする人|さあね|ジェスチャー|やや濃い肌色|わかりません|人|多分ね|知らない|肩をすくめる	person shrugging: medium-dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium-dark skin tone|person|shrug|shrugging|whatever|who
1f937-1f3ff	お手上げする人: 濃い肌色|お手上げ|お手上げする人|さあね|ジェスチャー|わかりません|人|多分ね|濃い肌色|知らない|肩をすくめる	person shrugging: dark skin tone|dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|person|shrug|shrugging|whatever|who
1f937-200d-2642	お手上げする男|お手上げ|さあね|ジェスチャー|わかりません|多分ね|男|男性|知らない|肩をすくめる	man shrugging|doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|shrug|shrugging|whatever|who
1f937-1f3fb-200d-2642	お手上げする男: 薄い肌色|お手上げ|お手上げする男|さあね|ジェスチャー|わかりません|多分ね|男|男性|知らない|肩をすくめる|薄い肌色	man shrugging: light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|light skin tone|man|maybe|shrug|shrugging|whatever|who
1f937-1f3fc-200d-2642	お手上げする男: やや薄い肌色|お手上げ|お手上げする男|さあね|ジェスチャー|やや薄い肌色|わかりません|多分ね|男|男性|知らない|肩をすくめる	man shrugging: medium-light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|medium-light skin tone|shrug|shrugging|whatever|who
1f937-1f3fd-200d-2642	お手上げする男: 中間の肌色|お手上げ|お手上げする男|さあね|ジェスチャー|わかりません|中間の肌色|多分ね|男|男性|知らない|肩をすくめる	man shrugging: medium skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|medium skin tone|shrug|shrugging|whatever|who
1f937-1f3fe-200d-2642	お手上げする男: やや濃い肌色|お手上げ|お手上げする男|さあね|ジェスチャー|やや濃い肌色|わかりません|多分ね|男|男性|知らない|肩をすくめる	man shrugging: medium-dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|medium-dark skin tone|shrug|shrugging|whatever|who
1f937-1f3ff-200d-2642	お手上げする男: 濃い肌色|お手上げ|お手上げする男|さあね|ジェスチャー|わかりません|多分ね|濃い肌色|男|男性|知らない|肩をすくめる	man shrugging: dark skin tone|dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|shrug|shrugging|whatever|who
1f937-200d-2640	お手上げする女|お手上げ|さあね|ジェスチャー|わかりません|多分ね|女|女性|知らない|肩をすくめる	woman shrugging|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|shrug|shrugging|whatever|who|woman
1f937-1f3fb-200d-2640	お手上げする女: 薄い肌色|お手上げ|お手上げする女|さあね|ジェスチャー|わかりません|多分ね|女|女性|知らない|肩をすくめる|薄い肌色	woman shrugging: light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|light skin tone|maybe|shrug|shrugging|whatever|who|woman
1f937-1f3fc-200d-2640	お手上げする女: やや薄い肌色|お手上げ|お手上げする女|さあね|ジェスチャー|やや薄い肌色|わかりません|多分ね|女|女性|知らない|肩をすくめる	woman shrugging: medium-light skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium-light skin tone|shrug|shrugging|whatever|who|woman
1f937-1f3fd-200d-2640	お手上げする女: 中間の肌色|お手上げ|お手上げする女|さあね|ジェスチャー|わかりません|中間の肌色|多分ね|女|女性|知らない|肩をすくめる	woman shrugging: medium skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium skin tone|shrug|shrugging|whatever|who|woman
1f937-1f3fe-200d-2640	お手上げする女: やや濃い肌色|お手上げ|お手上げする女|さあね|ジェスチャー|やや濃い肌色|わかりません|多分ね|女|女性|知らない|肩をすくめる	woman shrugging: medium-dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium-dark skin tone|shrug|shrugging|whatever|who|woman
1f937-1f3ff-200d-2640	お手上げする女: 濃い肌色|お手上げ|お手上げする女|さあね|ジェスチャー|わかりません|多分ね|女|女性|濃い肌色|知らない|肩をすくめる	woman shrugging: dark skin tone|dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|shrug|shrugging|whatever|who|woman
1f9d1-200d-2695	医者|セラピスト|医師	health worker|doctor|health|healthcare|nurse|therapist|worker
1f9d1-1f3fb-200d-2695	医者: 薄い肌色|セラピスト|医師|医者|薄い肌色	health worker: light skin tone|doctor|health|healthcare|light skin tone|nurse|therapist|worker
1f9d1-1f3fc-200d-2695	医者: やや薄い肌色|セラピスト|やや薄い肌色|医師|医者	health worker: medium-light skin tone|doctor|health|healthcare|medium-light skin tone|nurse|therapist|worker
1f9d1-1f3fd-200d-2695	医者: 中間の肌色|セラピスト|中間の肌色|医師|医者	health worker: medium skin tone|doctor|health|healthcare|medium skin tone|nurse|therapist|worker
1f9d1-1f3fe-200d-2695	医者: やや濃い肌色|セラピスト|やや濃い肌色|医師|医者	health worker: medium-dark skin tone|doctor|health|healthcare|medium-dark skin tone|nurse|therapist|worker
1f9d1-1f3ff-200d-2695	医者: 濃い肌色|セラピスト|医師|医者|濃い肌色	health worker: dark skin tone|dark skin tone|doctor|health|healthcare|nurse|therapist|worker
1f468-200d-2695	男性の医者|セラピスト|ドクター|医師|医者|男|男性	man health worker|doctor|health|healthcare|man|nurse|therapist|worker
1f468-1f3fb-200d-2695	男性の医者: 薄い肌色|セラピスト|ドクター|医師|医者|男|男性|男性の医者|薄い肌色	man health worker: light skin tone|doctor|health|healthcare|light skin tone|man|nurse|therapist|worker
1f468-1f3fc-200d-2695	男性の医者: やや薄い肌色|セラピスト|ドクター|やや薄い肌色|医師|医者|男|男性|男性の医者	man health worker: medium-light skin tone|doctor|health|healthcare|man|medium-light skin tone|nurse|therapist|worker
1f468-1f3fd-200d-2695	男性の医者: 中間の肌色|セラピスト|ドクター|中間の肌色|医師|医者|男|男性|男性の医者	man health worker: medium skin tone|doctor|health|healthcare|man|medium skin tone|nurse|therapist|worker
1f468-1f3fe-200d-2695	男性の医者: やや濃い肌色|セラピスト|ドクター|やや濃い肌色|医師|医者|男|男性|男性の医者	man health worker: medium-dark skin tone|doctor|health|healthcare|man|medium-dark skin tone|nurse|therapist|worker
1f468-1f3ff-200d-2695	男性の医者: 濃い肌色|セラピスト|ドクター|医師|医者|濃い肌色|男|男性|男性の医者	man health worker: dark skin tone|dark skin tone|doctor|health|healthcare|man|nurse|therapist|worker
1f469-200d-2695	女性の医者|セラピスト|ドクター|医師|医者|女|女医|女性	woman health worker|doctor|health|healthcare|nurse|therapist|woman|worker
1f469-1f3fb-200d-2695	女性の医者: 薄い肌色|セラピスト|ドクター|医師|医者|女|女医|女性|女性の医者|薄い肌色	woman health worker: light skin tone|doctor|health|healthcare|light skin tone|nurse|therapist|woman|worker
1f469-1f3fc-200d-2695	女性の医者: やや薄い肌色|セラピスト|ドクター|やや薄い肌色|医師|医者|女|女医|女性|女性の医者	woman health worker: medium-light skin tone|doctor|health|healthcare|medium-light skin tone|nurse|therapist|woman|worker
1f469-1f3fd-200d-2695	女性の医者: 中間の肌色|セラピスト|ドクター|中間の肌色|医師|医者|女|女医|女性|女性の医者	woman health worker: medium skin tone|doctor|health|healthcare|medium skin tone|nurse|therapist|woman|worker
1f469-1f3fe-200d-2695	女性の医者: やや濃い肌色|セラピスト|ドクター|やや濃い肌色|医師|医者|女|女医|女性|女性の医者	woman health worker: medium-dark skin tone|doctor|health|healthcare|medium-dark skin tone|nurse|therapist|woman|worker
1f469-1f3ff-200d-2695	女性の医者: 濃い肌色|セラピスト|ドクター|医師|医者|女|女医|女性|女性の医者|濃い肌色	woman health worker: dark skin tone|dark skin tone|doctor|health|healthcare|nurse|therapist|woman|worker
1f9d1-200d-1f393	学生|卒業|角帽	student|graduate
1f9d1-1f3fb-200d-1f393	学生: 薄い肌色|卒業|学生|薄い肌色|角帽	student: light skin tone|graduate|light skin tone|student
1f9d1-1f3fc-200d-1f393	学生: やや薄い肌色|やや薄い肌色|卒業|学生|角帽	student: medium-light skin tone|graduate|medium-light skin tone|student
1f9d1-1f3fd-200d-1f393	学生: 中間の肌色|中間の肌色|卒業|学生|角帽	student: medium skin tone|graduate|medium skin tone|student
1f9d1-1f3fe-200d-1f393	学生: やや濃い肌色|やや濃い肌色|卒業|学生|角帽	student: medium-dark skin tone|graduate|medium-dark skin tone|student
1f9d1-1f3ff-200d-1f393	学生: 濃い肌色|卒業|学生|濃い肌色|角帽	student: dark skin tone|dark skin tone|graduate|student
1f468-200d-1f393	男子学生|卒業|学生|男|男性|角帽	man student|graduate|man|student
1f468-1f3fb-200d-1f393	男子学生: 薄い肌色|卒業|学生|男|男子学生|男性|薄い肌色|角帽	man student: light skin tone|graduate|light skin tone|man|student
1f468-1f3fc-200d-1f393	男子学生: やや薄い肌色|やや薄い肌色|卒業|学生|男|男子学生|男性|角帽	man student: medium-light skin tone|graduate|man|medium-light skin tone|student
1f468-1f3fd-200d-1f393	男子学生: 中間の肌色|中間の肌色|卒業|学生|男|男子学生|男性|角帽	man student: medium skin tone|graduate|man|medium skin tone|student
1f468-1f3fe-200d-1f393	男子学生: やや濃い肌色|やや濃い肌色|卒業|学生|男|男子学生|男性|角帽	man student: medium-dark skin tone|graduate|man|medium-dark skin tone|student
1f468-1f3ff-200d-1f393	男子学生: 濃い肌色|卒業|学生|濃い肌色|男|男子学生|男性|角帽	man student: dark skin tone|dark skin tone|graduate|man|student
1f469-200d-1f393	女子学生|卒業|女|女性|学生|角帽	woman student|graduate|student|woman
