、	灬
、	丶
れっか	灬
rekka	灬
れんが	灬
renga	灬
よつてん	灬
yotsuten	灬
てん	丶
さんずい	氵
sanzui	氵
にんべん	亻
ninben	亻
きへん	木
kihen	木
くさかんむり	艹
kusakanmuri	艹
ごんべん	言
gonben	言
てへん	扌
tehen	扌
りっしんべん	忄
risshinben	忄
しめすへん	礻
shimesuhen	礻
ころもへん	衤
koromohen	衤
けものへん	犭
kemonohen	犭
りっとう	刂
rittou	刂
しんにょう	辶
shinnyou	辶
こざとへん	阜
kozatohen	阜
おおざと	邑
oozato	邑
にくづき	肉
nikuzuki	肉
たけかんむり	竹
takekanmuri	竹
